ID,Severity,Start_Lat,Start_Lng,State,Zipcode,Timezone,Temperature(F),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
A-1920734,2,33.966571,-118.121295,CA,90240,US/Pacific,68.0,10.0,0.0,0.0,Fair
A-1062927,2,25.6973,-80.382152,FL,33183-3807,US/Eastern,75.0,10.0,7.0,0.0,Fair
A-2265595,2,41.76624,-72.68788,CT,06105,US/Eastern,50.0,10.0,12.0,0.0,Fair
A-1187046,2,26.082381,-81.725493,FL,34113-7750,US/Eastern,78.0,10.0,9.0,0.0,Fair
A-2420359,2,34.153690000000005,-118.32574,CA,91506,US/Pacific,89.0,10.0,0.0,0.0,Fair
A-1731399,2,38.76055,-76.078296,MD,21601,US/Eastern,33.0,3.0,8.0,0.0,Light Snow
A-1101057,2,25.925536,-80.290764,FL,33055-4000,US/Eastern,69.0,10.0,6.0,0.0,Fair
A-743336,2,40.801394,-74.072102,NJ,07073,US/Eastern,36.0,10.0,9.0,0.0,Fair
A-743192,2,30.326968,-87.416104,FL,32507-8705,US/Central,85.0,10.0,6.0,0.0,Partly Cloudy
A-2359839,2,40.14392,-79.42095,PA,15610,US/Eastern,32.0,8.0,12.0,0.0,Cloudy
A-1958273,2,38.792566,-77.03864399999998,DC,20032,US/Eastern,40.0,10.0,14.0,0.0,Cloudy
A-466450,2,40.725284,-74.01007,NY,10013-1328,US/Eastern,59.0,10.0,0.0,0.0,Fair
A-1279902,2,30.405374,-91.098295,LA,70809,US/Central,62.0,10.0,3.0,0.0,Mostly Cloudy
A-1604035,2,27.369185,-80.411113,FL,34945,US/Eastern,53.0,8.0,0.0,0.0,Fair
A-970370,2,28.553134000000004,-81.361552,FL,32803-4706,US/Eastern,73.0,10.0,6.0,0.01,Partly Cloudy
A-1985648,2,29.865665000000003,-95.488652,TX,77040,US/Central,54.0,2.0,3.0,0.0,Fog
A-2276485,3,30.4412,-97.66615,TX,78660,US/Central,64.0,10.0,15.0,0.0,Fair
A-1561959,2,40.900951,-74.08419,NJ,07663,US/Eastern,17.0,10.0,5.0,0.0,Fair
A-2770603,3,32.76605,-96.918726,TX,75212,US/Central,75.9,10.0,6.9,0.11,Light Rain
A-2003842,2,27.429333000000003,-82.575473,FL,34207,US/Eastern,59.0,10.0,3.0,0.0,Partly Cloudy
A-486748,2,33.968756,-80.92534,SC,29209-4004,US/Eastern,78.0,10.0,8.0,0.0,Fair
A-1270934,2,35.71742000000001,-78.584199,NC,27529,US/Eastern,36.0,10.0,6.0,0.0,Partly Cloudy
A-2268815,1,33.698640000000005,-111.8905,AZ,85255,US/Mountain,79.0,10.0,14.0,0.0,Fair
A-601672,2,38.151802,-121.66656100000002,CA,95641,US/Pacific,92.0,10.0,13.0,0.0,Fair
A-2048929,2,33.569058,-86.720827,AL,35206,US/Central,61.0,2.0,7.0,0.0,Fog
A-2294069,2,33.7482,-117.84325,CA,92701,US/Pacific,58.0,10.0,7.0,0.0,Partly Cloudy
A-1378382,2,33.021587,-117.078777,CA,92128,US/Pacific,54.0,2.0,16.0,0.08,Rain
A-1273974,2,40.892382,-74.307244,NJ,07004,US/Eastern,48.0,10.0,0.0,0.0,Fair
A-2243283,1,35.20235,-90.04953,TN,38127-7510,US/Central,72.0,10.0,10.0,0.0,Cloudy
A-1095411,2,28.493768,-81.460447,FL,32835-3528,US/Eastern,78.0,10.0,12.0,0.0,Cloudy
A-1637262,2,33.163598,-97.076222,TX,76210,US/Central,46.0,10.0,9.0,0.0,Cloudy
A-995961,2,40.063673,-77.063673,PA,17019,US/Eastern,78.0,10.0,0.0,0.0,Fair
A-1738784,2,35.93584699999999,-80.232462,NC,27295-5637,US/Eastern,58.0,10.0,5.0,0.0,Fair
A-1398187,2,41.569894,-78.895386,PA,16735-7401,US/Eastern,79.0,10.0,6.0,0.0,Mostly Cloudy
A-569551,2,35.483962,-82.558361,NC,28803,US/Eastern,56.0,10.0,10.0,0.0,Mostly Cloudy
A-1764101,2,25.927788,-80.204583,FL,33169,US/Eastern,77.0,10.0,0.0,0.0,Fair
A-1209643,2,40.860307,-73.872087,NY,10458,US/Eastern,86.0,10.0,14.0,0.0,Mostly Cloudy
A-1452418,2,30.411361,-91.151034,LA,70808-3814,US/Central,67.0,10.0,7.0,0.0,Fair
A-298729,2,37.340029,-120.589188,CA,95301,US/Pacific,108.0,10.0,12.0,0.0,Fair
A-1143000,4,39.49352,-76.23598100000002,MD,21001,US/Eastern,53.0,10.0,0.0,0.0,Mostly Cloudy
A-1700919,2,34.692744,-82.87184,SC,29678-1467,US/Eastern,30.0,10.0,0.0,0.0,Fair
A-1621958,2,37.697135,-121.068935,CA,95356,US/Pacific,55.0,10.0,12.0,0.0,Cloudy
A-634120,2,37.837065,-79.36846,VA,24450,US/Eastern,55.0,10.0,14.0,0.0,Cloudy
A-2155385,2,37.056872,-121.016309,CA,93635,US/Pacific,79.0,10.0,10.0,0.0,Fair
A-2031742,2,40.998999,-73.654747,CT,06830,US/Eastern,47.0,3.0,5.0,0.05,Light Drizzle
A-678737,2,44.25982800000001,-117.18113,OR,97907,US/Mountain,88.0,10.0,0.0,0.0,Fair
A-899312,2,44.772988,-123.043431,OR,97352,US/Pacific,64.0,10.0,10.0,0.0,Mostly Cloudy
A-2667622,2,34.11134000000001,-118.180008,CA,90042,US/Pacific,55.0,10.0,3.5,0.0,Mostly Cloudy
A-2431225,2,34.038451,-118.274001,CA,90015,US/Pacific,93.0,10.0,3.0,0.0,Fair
A-397192,2,27.462366,-82.589664,FL,34207,US/Eastern,77.0,10.0,14.0,0.0,Fair
A-533250,2,38.996857,-120.850863,CA,95631,US/Pacific,50.0,10.0,0.0,0.0,Fair
A-666406,2,30.330366,-97.870232,TX,78733-3211,US/Central,85.0,10.0,3.0,0.0,Mostly Cloudy
A-1029341,2,35.84028499999999,-78.542274,NC,27616-6041,US/Eastern,66.0,10.0,15.0,0.0,Cloudy
A-1007487,2,25.887363,-80.210837,FL,33168-2618,US/Eastern,87.0,10.0,13.0,0.0,Fair
A-972108,2,37.244607,-77.393585,VA,23834,US/Eastern,73.0,5.0,0.0,0.0,Fair
A-1399730,2,29.992386,-81.465457,FL,32095,US/Eastern,82.0,10.0,12.0,0.0,Fair
A-2067349,2,47.617311,-122.35318,WA,98121-1104,US/Pacific,44.0,8.0,6.0,0.0,Light Rain
A-1737795,2,36.064349,-79.435347,NC,27215,US/Eastern,45.0,1.0,15.0,0.07,Heavy Rain
A-1226522,2,35.236555,-112.224944,AZ,86046,US/Mountain,26.0,10.0,0.0,0.0,Fair
A-1164215,2,37.36831,-79.178563,VA,24502,US/Eastern,92.0,10.0,5.0,0.0,Fair
A-1258571,2,41.014527,-76.485067,PA,17815,US/Eastern,79.0,4.0,0.0,0.0,Haze
A-1946101,2,34.106483000000004,-117.488869,CA,92335,US/Pacific,51.0,1.0,0.0,0.0,Fog
A-1761520,2,33.000436,-80.209497,SC,29483-2801,US/Eastern,75.0,9.0,6.0,0.0,Cloudy
A-2174475,3,27.87026,-82.34778,FL,33578,US/Eastern,90.0,10.0,7.0,0.0,Fair
A-165728,2,47.57973,-122.17822,WA,98006,US/Pacific,34.0,10.0,3.5,0.0,Light Rain
A-2020519,2,30.349372,-97.538543,TX,78653,US/Central,43.0,10.0,0.0,0.0,Fair
A-451700,2,35.002969,-117.649776,CA,93516-1619,US/Pacific,57.0,10.0,17.0,0.0,Fair
A-756623,2,33.186995,-117.23581,CA,92081,US/Pacific,74.0,10.0,8.0,0.0,Fair
A-1176968,2,25.626145,-80.41645,FL,33177-1162,US/Eastern,89.0,10.0,10.0,0.0,Fair
A-509055,2,28.291561,-82.67747299999998,FL,34668-5119,US/Eastern,65.0,10.0,12.0,0.0,Fair
A-583880,2,45.63155,-123.941459,OR,97136-9676,US/Pacific,50.0,10.0,0.0,0.0,Fair
A-2616264,3,39.09628,-94.57451,MO,64106,US/Central,48.0,10.0,6.9,0.0,Overcast
A-39513,4,43.55959,-89.358397,WI,53901-9764,US/Central,32.0,0.8,4.6,0.01,Light Snow
A-1798062,2,40.174444,-75.106938,PA,19040,US/Eastern,33.0,10.0,7.0,0.0,Fair
A-1548178,2,45.809601,-108.40873,MT,59101-6811,US/Mountain,17.0,10.0,6.0,0.0,Fair
A-379538,2,38.459626,-77.40952800000002,VA,22554,US/Eastern,56.0,10.0,0.0,0.0,Cloudy
A-335396,2,28.418996000000003,-81.462526,FL,32821,US/Eastern,96.0,10.0,13.0,0.0,Thunder
A-2092895,2,39.65509,-84.19422,OH,45459-1513,US/Eastern,44.0,10.0,10.0,0.0,Cloudy
A-2832776,2,45.53512,-122.68659,OR,97209,US/Pacific,80.0,10.0,12.0,0.0,Partly Cloudy
A-514223,2,34.054995,-118.239382,CA,90012,US/Pacific,58.0,10.0,0.0,0.0,Fair
A-2277727,2,44.93397,-123.07352,OR,97304,US/Pacific,56.0,10.0,0.0,0.0,Fair
A-1593571,2,45.824285,-119.565507,OR,97844,US/Pacific,22.0,10.0,6.0,0.0,Cloudy
A-2162103,1,47.91406,-122.21163,WA,98208-2838,US/Pacific,54.0,4.0,12.0,0.0,Cloudy
A-1761170,2,25.89671400000001,-80.25801899999998,FL,33054,US/Eastern,75.0,9.0,7.0,0.16,Rain
A-377979,2,34.011095000000005,-118.278143,CA,90037-1028,US/Pacific,79.0,10.0,6.0,0.0,Fair
A-372104,2,26.523115,-81.937389,FL,33908,US/Eastern,76.0,10.0,3.0,0.0,Fair
A-2251994,3,29.938,-90.04115,LA,70114,US/Pacific,67.0,10.0,10.0,0.0,Fair
A-1262252,2,40.268701,-74.509395,NJ,08520,US/Eastern,72.0,10.0,6.0,0.0,Fair
A-2250682,2,33.565792,-117.207091,CA,92562,US/Pacific,46.0,7.0,0.0,0.06,Cloudy
A-891898,2,40.772035,-74.06145500000002,NJ,07094,US/Eastern,71.0,10.0,0.0,0.0,Cloudy
A-1031116,2,36.735619,-119.861105,CA,93706,US/Pacific,107.0,7.0,10.0,0.0,Fair
A-430569,2,29.93271,-90.082666,LA,70130,US/Pacific,75.0,10.0,9.0,0.0,Fair
A-1472607,2,28.54768300000001,-81.35815799999997,FL,32803-5521,US/Eastern,73.0,10.0,9.0,0.0,Fair
A-1635643,2,37.611361,-79.603854,VA,24066,US/Eastern,37.0,2.0,12.0,0.0,Light Rain
A-601133,2,30.370703,-97.727049,TX,78757-7009,US/Central,50.0,10.0,0.0,0.0,Fair
A-2843539,3,29.72567,-95.481,TX,77057,US/Central,80.0,10.0,0.0,0.0,Fair
A-2205374,1,32.27227,-110.93525,AZ,85716-1134,US/Mountain,54.0,10.0,13.0,0.0,Rain
A-1830051,2,34.946988,-82.27026,SC,29651-6077,US/Eastern,60.0,10.0,14.0,0.0,Fair
A-757989,2,34.025292,-118.27561,CA,90007,US/Pacific,65.0,10.0,0.0,0.0,Cloudy
A-1049137,2,34.155595,-117.337701,CA,92407-6338,US/Pacific,86.0,10.0,9.0,0.0,Fair
A-1331442,2,40.846312,-111.914527,UT,84054,US/Mountain,53.0,10.0,8.0,0.0,Fair
A-2790434,3,45.22695,-122.81367,OR,97002,US/Pacific,62.0,10.0,5.0,0.0,Mostly Cloudy
A-2128031,3,40.81585,-73.68002,NY,11030-1218,US/Eastern,57.0,10.0,10.0,0.0,Mostly Cloudy
A-2807173,3,41.65813,-87.58708,IL,60633,US/Central,70.0,10.0,0.0,0.0,Light Rain
A-536041,2,34.072568,-118.052455,CA,91731,US/Pacific,84.0,10.0,7.0,0.0,Fair
A-1072261,2,34.089921999999994,-117.302018,CA,92410,US/Pacific,56.0,10.0,0.0,0.0,Cloudy
A-453072,2,40.256458,-75.268366,PA,19446-1146,US/Eastern,54.0,10.0,0.0,0.0,Fair
A-2377234,2,36.787657,-121.31661499999998,CA,95023,US/Pacific,55.0,2.0,8.0,0.0,Fog
A-369745,2,37.392325,-122.068531,CA,94043,US/Pacific,52.0,10.0,0.0,0.0,Fair
A-1644452,2,45.647301,-121.001144,OR,97058,US/Pacific,42.0,10.0,14.0,0.0,Fair
A-839860,2,26.607654,-80.17353,FL,33467,US/Eastern,90.0,10.0,8.0,0.0,Partly Cloudy
A-580463,2,44.814401,-93.291488,MN,55420,US/Central,70.0,10.0,7.0,0.0,Fair
A-1208625,2,37.713055,-122.170156,CA,94577,US/Pacific,60.0,10.0,17.0,0.0,Partly Cloudy
A-979811,2,40.699863,-111.890724,UT,84115-3709,US/Mountain,45.0,10.0,5.0,0.0,Partly Cloudy
A-1804278,2,28.360172,-82.666314,FL,34667-8596,US/Eastern,81.0,10.0,9.0,0.0,Fair
A-437928,2,40.002023,-75.645354,PA,19380-1056,US/Eastern,57.0,10.0,6.0,0.0,Fair
A-1431466,2,42.947355,-85.708247,MI,49509,US/Eastern,72.0,10.0,5.0,0.0,Fair
A-2805513,2,40.798604,-73.923638,NY,10035,US/Eastern,67.0,10.0,0.0,0.0,Fair
A-2008614,2,34.193106,-79.779983,SC,29501-4303,US/Eastern,38.0,10.0,7.0,0.0,Mostly Cloudy
A-506358,2,40.684009,-74.001644,NY,11231-2908,US/Eastern,52.0,3.0,7.0,0.03,Light Rain
A-560837,2,46.398571,-112.021261,MT,59638,US/Mountain,51.0,10.0,9.0,0.0,Cloudy
A-270813,2,28.698384000000004,-81.30906,FL,32708-2581,US/Eastern,80.0,10.0,8.0,0.0,Fair
A-2780715,2,47.427192,-122.277034,WA,98032,US/Pacific,53.0,9.0,12.0,0.02,Light Rain
A-1618388,2,44.023069,-91.638964,MN,55987-9645,US/Central,32.0,10.0,9.0,0.0,Cloudy
A-2820744,2,33.8559,-118.007153,CA,90620,US/Pacific,87.0,10.0,3.0,0.0,Fair
A-1467828,2,41.569847,-87.378726,IN,46404,US/Central,66.0,10.0,17.0,0.0,Cloudy
A-2324072,2,34.036919,-118.300363,CA,90018,US/Pacific,77.0,10.0,3.0,0.0,Fair
A-1152302,2,34.269844,-118.633021,CA,91311,US/Pacific,53.0,3.0,0.0,0.0,Cloudy
A-2349787,1,35.96815,-79.89279,NC,27407,US/Eastern,23.0,10.0,5.0,0.0,Fair
A-1832030,2,38.752509,-76.992724,MD,20744-4003,US/Eastern,66.0,10.0,6.0,0.0,Partly Cloudy
A-395896,2,41.45955900000001,-75.66579200000002,PA,18508,US/Eastern,87.0,10.0,6.0,0.0,Fair
A-1044996,2,28.145431,-81.457263,FL,34759,US/Eastern,83.0,10.0,6.0,0.0,Partly Cloudy
A-1020665,2,38.865636,-119.997103,CA,96150,US/Pacific,40.0,10.0,5.0,0.0,Fair
A-459287,2,43.007614,-83.685547,MI,48502,US/Eastern,56.0,10.0,0.0,0.0,Partly Cloudy
A-325896,2,40.711179,-74.325288,NJ,07081,US/Eastern,92.0,10.0,6.0,0.0,Mostly Cloudy
A-1589551,2,45.010415,-93.155595,MN,55113,US/Central,26.0,10.0,8.0,0.0,Fair
A-1321530,2,39.659043,-75.696667,DE,19702,US/Eastern,75.0,10.0,3.0,0.0,Fair
A-1941802,2,34.157643,-118.37921,CA,91602-1118,US/Pacific,54.0,10.0,0.0,0.0,Fair
A-1457511,2,43.12830200000001,-124.364564,OR,97411-8353,US/Pacific,53.0,6.0,7.0,0.01,Light Rain
A-1046655,2,25.963023,-80.166127,FL,33179,US/Eastern,82.0,10.0,10.0,0.0,Partly Cloudy
A-1310855,2,34.818991,-82.276658,SC,29607-5924,US/Eastern,73.0,10.0,12.0,0.0,Mostly Cloudy
A-966443,2,42.912899,-85.66036899999997,MI,49548-1105,US/Eastern,79.0,10.0,10.0,0.0,Partly Cloudy
A-1011701,2,25.702173,-80.3359,FL,33173-3514,US/Eastern,80.0,10.0,13.0,0.0,Light Rain
A-2015770,2,37.776777,-120.774702,CA,95361-9534,US/Pacific,43.0,10.0,0.0,0.0,Fair
A-897965,2,30.218891,-95.457443,TX,77385,US/Central,92.0,10.0,5.0,0.0,Fair
A-2016168,2,44.945315,-93.347858,MN,55416,US/Central,2.0,10.0,16.0,0.0,Fair
A-1669297,2,41.672847,-72.84508000000002,CT,06062,US/Eastern,35.0,10.0,7.0,0.0,Cloudy
A-945662,2,25.685735,-80.401713,FL,33186-1746,US/Eastern,80.0,10.0,7.0,0.0,Light Rain
A-1101852,2,38.629677,-90.343716,MO,63144,US/Central,71.0,3.0,17.0,0.07,T-Storm
A-644431,2,33.811615,-118.010736,CA,92804-4713,US/Pacific,72.0,10.0,9.0,0.0,Fair
A-1841312,2,27.423175,-82.458187,FL,34203,US/Eastern,69.0,10.0,3.0,0.0,Fair
A-504362,2,34.110595,-117.526743,CA,91739,US/Pacific,52.0,10.0,6.0,0.02,Light Rain
A-2301633,2,45.2131,-118.02602,OR,97867,US/Pacific,29.0,8.0,16.0,0.0,Light Snow
A-1239821,2,42.483114,-73.660128,NY,12123,US/Eastern,29.0,7.0,8.0,0.0,Cloudy
A-2263743,2,39.45465,-85.63225,IN,46182,US/Eastern,37.0,10.0,9.0,0.0,Cloudy
A-428764,2,47.655254,-122.073667,WA,98053,US/Pacific,45.0,3.0,9.0,0.03,Mostly Cloudy
A-2385885,2,34.030561,-118.031906,CA,90601,US/Pacific,57.0,10.0,3.0,0.0,Fair
A-2370472,2,34.038994,-118.439912,CA,90025,US/Pacific,55.0,10.0,0.0,0.0,Fair
A-1807718,2,25.824522,-80.369827,FL,33178,US/Eastern,83.0,10.0,8.0,0.0,Partly Cloudy
A-1645941,2,38.86769,-76.99037,DC,20020,US/Eastern,34.0,3.0,7.0,0.0,Cloudy
A-2162894,2,42.97343,-77.17657,NY,14432,US/Eastern,72.0,10.0,9.0,0.0,Fair
A-1268423,2,38.849292,-77.440389,VA,20120-1632,US/Eastern,61.0,10.0,24.0,0.0,Mostly Cloudy / Windy
A-1796047,2,33.483508,-86.82642,AL,35205,US/Central,80.0,10.0,6.0,0.0,Fair
A-1970702,2,38.524874,-121.474085,CA,95820,US/Pacific,65.0,10.0,3.0,0.0,Mostly Cloudy
A-2325305,2,44.8621,-93.26812,MN,55423,US/Central,32.0,10.0,9.0,0.0,Mostly Cloudy
A-268780,2,39.53448,-119.814276,NV,89501,US/Pacific,93.0,10.0,21.0,0.0,Partly Cloudy / Windy
A-310326,2,26.333428,-81.806251,FL,34134-4224,US/Eastern,78.0,10.0,12.0,0.0,Fair
A-1702461,2,33.974216,-118.225212,CA,90255,US/Pacific,49.0,6.0,0.0,0.0,Haze
A-1853973,2,38.932534,-76.921603,MD,20781,US/Eastern,46.0,10.0,0.0,0.0,Cloudy
A-1688279,2,44.85314,-123.975316,OR,97367-9758,US/Pacific,34.0,10.0,0.0,0.0,Fair
A-1300855,2,37.0448,-88.54988900000002,KY,42003,US/Central,81.0,7.0,3.0,0.0,Fair
A-1476417,2,35.822091,-78.34620100000002,NC,27597,US/Eastern,79.0,10.0,9.0,0.0,Fair
A-2785199,3,39.824679,-104.965429,CO,80229,US/Mountain,36.0,10.0,0.0,0.0,Mostly Cloudy
A-900722,2,45.04391500000001,-93.189053,MN,55112,US/Central,43.0,10.0,9.0,0.0,Fair
A-1757913,2,41.087182,-77.543982,PA,16822-7522,US/Eastern,45.0,7.0,6.0,0.0,Rain
A-1135523,2,28.564733,-81.286062,FL,32807-8343,US/Eastern,65.0,10.0,3.0,0.0,Fair
A-1638668,2,35.856305,-78.64750699999998,NC,27609-4306,US/Eastern,40.0,0.25,3.0,0.0,Fog
A-1384758,2,37.631132,-120.901297,CA,95357,US/Pacific,43.0,10.0,9.0,0.0,Light Rain
A-1077576,2,28.258134,-81.615961,FL,33896,US/Eastern,74.0,10.0,5.0,0.0,Fair
A-1915394,2,29.840946,-95.424619,TX,77018-1302,US/Central,53.0,10.0,14.0,0.0,Cloudy
A-1987089,2,36.068212,-80.228707,NC,27107,US/Eastern,64.0,10.0,8.0,0.0,Fair
A-1131653,2,38.540959,-121.476474,CA,95820-1024,US/Pacific,58.0,10.0,0.0,0.0,Fair
A-581565,2,33.106065,-117.093819,CA,92029,US/Pacific,56.0,1.0,18.0,0.19,Rain
A-1443022,2,28.26696500000001,-80.736582,FL,32955,US/Eastern,67.0,10.0,10.0,0.0,Fair
A-1095260,2,39.786078,-86.137383,IN,46202,US/Eastern,50.0,1.0,0.0,0.16,Light Rain
A-2573518,2,33.711347,-84.21744,GA,30034,US/Eastern,53.1,2.0,16.1,0.0,Overcast
A-858715,2,29.111886,-82.094513,FL,34480-8009,US/Eastern,61.0,0.25,0.0,0.0,Fog
A-1407462,2,34.154118,-118.287668,CA,90027,US/Pacific,59.0,6.0,0.0,0.0,Haze
A-976158,2,35.833172,-78.843976,NC,27519,US/Eastern,49.0,10.0,0.0,0.0,Mostly Cloudy
A-394571,2,39.936425,-75.087734,NJ,08109-3915,US/Eastern,75.0,10.0,13.0,0.0,Fair
A-1737886,2,40.22831400000001,-76.432118,PA,17545-9522,US/Eastern,50.0,10.0,7.0,0.0,Fair
A-1403629,2,28.449998,-81.469499,FL,32819,US/Eastern,73.0,10.0,0.0,0.0,Partly Cloudy
A-2093370,2,38.83858,-76.94596,MD,20748-1401,US/Eastern,57.0,10.0,7.0,0.0,Cloudy
A-1683150,2,39.11427800000001,-94.564581,MO,64106,US/Central,-2.0,7.0,14.0,0.0,Light Snow
A-1480015,2,32.234367,-110.903249,AZ,85711-1014,US/Mountain,97.0,10.0,6.0,0.0,Fair
A-1350179,2,38.185333,-78.401151,VA,22911-8301,US/Eastern,47.0,10.0,3.0,0.0,Cloudy
A-563066,2,25.626174,-80.415521,FL,33177-1161,US/Eastern,69.0,9.0,0.0,0.0,Fair
A-1798656,2,38.852633,-77.39969599999998,VA,22033,US/Eastern,32.0,10.0,5.0,0.0,Mostly Cloudy
A-1287591,2,30.461774,-90.929762,LA,70726,US/Central,78.0,10.0,3.0,0.0,Fair
A-880902,2,38.822175,-76.921366,MD,20748,US/Eastern,52.0,10.0,13.0,0.0,Fair
A-1448314,2,35.836687,-78.656829,NC,27609,US/Eastern,63.0,1.0,3.0,1.92,Heavy Rain
A-1165218,2,34.436205,-118.376494,CA,91387,US/Pacific,57.0,5.0,7.0,0.0,Fair
A-1686814,2,44.637747,-93.29757,MN,55044,US/Central,-2.0,10.0,7.0,0.0,Fair
A-463355,2,45.382815,-120.138276,OR,97812,US/Pacific,70.0,10.0,16.0,0.0,Fair
A-1288011,2,25.939693,-80.280958,FL,33055-2955,US/Eastern,77.0,10.0,3.0,0.0,Fair
A-1499120,2,44.96677,-93.272613,MN,55404,US/Central,77.0,10.0,8.0,0.0,Fair
A-1084617,2,44.851443,-93.484872,MN,55347,US/Central,29.0,0.75,17.0,0.0,Light Snow
A-1999676,2,33.948716,-118.279814,CA,90003,US/Pacific,78.0,10.0,6.0,0.0,Fair
A-1603424,2,36.636865,-119.45768,CA,93654-9717,US/Pacific,51.0,5.0,0.0,0.0,Mostly Cloudy
A-1609218,2,47.393518,-93.058805,MN,55746,US/Central,21.0,10.0,6.0,0.0,Cloudy
A-2275442,2,38.025047,-121.360499,CA,95209,US/Pacific,69.0,10.0,9.0,0.0,Fair
A-238227,2,34.29861,-117.458191,CA,92407,US/Pacific,52.0,5.0,5.0,0.0,Heavy Rain
A-1148993,2,44.30655,-121.68035,OR,97759,US/Pacific,44.0,10.0,18.0,0.0,Fair
A-2148768,2,33.255984000000005,-117.089927,CA,92082-5606,US/Pacific,55.0,0.25,0.0,0.0,Fog
A-859703,2,33.427587,-112.052722,AZ,85034,US/Mountain,60.0,10.0,8.0,0.0,Partly Cloudy
A-1387583,2,26.291918,-80.123144,FL,33064,US/Eastern,79.0,10.0,5.0,0.0,Mostly Cloudy
A-1806040,2,28.696652,-81.26255,FL,32708,US/Eastern,50.0,10.0,7.0,0.0,Fair
A-1433755,2,37.523836,-77.441739,VA,23224-2315,US/Eastern,28.0,10.0,6.0,0.0,Fair
A-2284041,2,37.056168,-120.969037,CA,93635,US/Pacific,86.0,10.0,12.0,0.0,Fair
A-565301,2,35.328351,-118.803609,CA,93307,US/Pacific,47.0,8.0,6.0,0.0,Fair
A-2128368,2,26.01692,-80.23208000000002,FL,33024,US/Eastern,80.0,10.0,0.0,0.0,Mostly Cloudy
A-1576506,2,37.669125,-122.109206,CA,94541,US/Pacific,49.0,10.0,9.0,0.0,Fair
A-1146777,2,34.417966,-119.689382,CA,93101,US/Pacific,61.0,10.0,3.0,0.0,Fair
A-2113514,2,42.26457,-122.80533,OR,97535-6603,US/Pacific,69.0,10.0,9.0,0.0,Cloudy
A-1620773,2,33.959878,-117.856411,CA,91748,US/Pacific,66.0,10.0,0.0,0.0,Fair
A-553290,2,38.85521,-76.958446,DC,20020,US/Eastern,91.0,10.0,13.0,0.0,Fair
A-1609087,2,37.090729,-120.291234,CA,93610-9088,US/Pacific,64.0,10.0,18.0,0.0,Fair
A-1415291,2,40.10876500000001,-76.048429,PA,17557-9013,US/Eastern,35.0,10.0,7.0,0.0,Fair
A-2318633,4,39.72486,-104.82516,CO,80011,US/Mountain,34.0,10.0,12.0,0.0,Fair
A-1083004,2,28.542438,-81.19466899999998,FL,32828,US/Eastern,84.0,10.0,8.0,0.0,Fair
A-2645258,3,39.065211,-77.468952,VA,20147,US/Eastern,73.4,10.0,13.8,0.44,Thunderstorm
A-2783489,2,47.36364,-114.58433,MT,59859,US/Mountain,44.0,10.0,0.0,0.0,Cloudy
A-1681134,2,29.520729,-98.50685,TX,78213,US/Central,77.0,10.0,6.0,0.0,Fair
A-1763244,2,30.673431,-88.127356,AL,36609,US/Central,70.0,10.0,0.0,0.0,Fair
A-1662545,2,37.64766,-122.450755,CA,94080,US/Pacific,50.0,10.0,8.0,0.0,Mostly Cloudy
A-1550294,2,25.743468,-80.367721,FL,33165-2430,US/Eastern,68.0,10.0,8.0,0.0,Fair
A-744319,4,35.651075,-78.217714,NC,27542-9513,US/Eastern,40.0,10.0,0.0,0.0,Partly Cloudy
A-1371135,2,25.656554,-80.40916899999998,FL,33186,US/Eastern,80.0,10.0,9.0,0.0,Cloudy
A-820112,2,25.829465,-80.24919,FL,33142-2120,US/Eastern,76.0,10.0,9.0,0.0,Mostly Cloudy
A-267045,2,26.540654,-80.072722,FL,33426,US/Eastern,78.0,10.0,15.0,0.0,Partly Cloudy
A-2138194,2,36.89564,-121.427319,CA,95023-9309,US/Pacific,55.0,10.0,6.0,0.0,Cloudy
A-310608,2,32.996439,-117.256593,CA,92075,US/Pacific,58.0,4.0,6.0,0.0,Haze
A-2781919,2,44.64955,-117.56391,OR,97814,US/Pacific,70.0,10.0,7.0,0.0,Partly Cloudy
A-1842916,2,25.896816,-80.25555200000002,FL,33054-4708,US/Eastern,75.0,9.0,7.0,0.16,Rain
A-783796,2,37.60735800000001,-77.361012,VA,23111,US/Eastern,87.0,10.0,10.0,0.0,Mostly Cloudy
A-1488468,2,38.053811,-78.918751,VA,22980-5239,US/Eastern,70.0,10.0,5.0,0.0,Fair
A-1801584,2,33.989092,-118.070229,CA,90606,US/Pacific,64.0,8.0,0.0,0.0,Fair
A-770341,2,40.855826,-111.943463,UT,84054,US/Mountain,42.0,10.0,13.0,0.0,Fair
A-1038924,2,33.932301,-118.309042,CA,90047-4848,US/Pacific,48.0,10.0,0.0,0.0,Fair
A-752888,2,36.648743,-119.793782,CA,93706-6053,US/Pacific,75.0,10.0,6.0,0.0,Mostly Cloudy
A-819779,2,39.43652700000001,-77.960157,WV,25401,US/Eastern,50.0,10.0,12.0,0.0,Fair
A-464593,2,46.167121,-113.921751,MT,59840,US/Mountain,53.0,10.0,9.0,0.0,Cloudy
A-1173437,2,44.811055,-93.183676,MN,55122,US/Central,38.0,10.0,10.0,0.0,Cloudy
A-1666994,2,41.301523,-92.674645,IA,52577,US/Central,32.0,10.0,12.0,0.0,Cloudy
A-1639345,2,25.662455,-80.450057,FL,33196,US/Eastern,55.0,9.0,0.0,0.0,Partly Cloudy
